time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,place,horizontalError,depthError,magError,magNst
2025-03-03T07:26:19.770Z,17.89283333,-66.8375,11.58,2.68,md,22,201,0.08439,0.08,"10 km SSE of Maria Antonia, Puerto Rico",0.31,0.27,0.121692014,9
2025-03-03T07:08:58.251Z,51.6877,179.0277,86.569,2.6,ml,15,159,0.354,0.16,"Rat Islands, Aleutian Islands, Alaska",4.51,5.351,0.128,8
2025-03-03T06:50:48.175Z,-46.4808,105.3065,10,4.9,mb,78,129,19.31,0.4,southeast Indian Ridge,13.18,1.808,0.085,44
2025-03-03T06:25:34.143Z,27.3373,61.0748,32.943,5.2,mb,231,66,4.983,0.36,"41 km ENE of Iranshahr, Iran",8.47,4.768,0.037,246
2025-03-03T06:13:45.110Z,34.1615,-118.3533333,15.59,3.8,mw,181,21,0.01579,0.24,"2 km ESE of North Hollywood, CA",0.12,0.18,,6
2025-03-03T06:01:26.585Z,-22.962,-175.2347,35,4.4,mb,17,137,6.286,0.52,"181 km S of â€˜Ohonua, Tonga",7.54,1.938,0.139,15
2025-03-03T05:57:27.777Z,-23.4744,-175.4611,35,4.7,mb,39,95,6.158,0.7,"241 km SSW of â€˜Ohonua, Tonga",11.54,1.925,0.096,33
2025-03-03T05:35:36.093Z,52.1692,159.5504,35,4.3,mb,64,78,1.017,0.56,"115 km SE of Vilyuchinsk, Russia",9.11,1.826,0.08,46
2025-03-03T05:05:28.153Z,17.6389,-82.236,10,4.2,mb,122,40,4.514,0.51,"203 km SSW of George Town, Cayman Islands",4.98,1.921,0.057,85
2025-03-03T04:47:59.595Z,-24.9814,-179.7346,478.487,4.6,mb,88,100,4.541,0.69,south of the Fiji Islands,11.23,6.93,0.07,60
2025-03-03T04:45:58.185Z,24.9209,95.5418,144.457,4.1,mb,42,113,3.742,0.58,"133 km SE of Phek, India",10.51,8.516,0.097,29
2025-03-03T04:41:19.397Z,65.377,-168.6788,13.5,2.7,ml,,,,0.56,"37 km SW of Wales, Alaska",,0.2,,
2025-03-03T04:40:34.305Z,-22.7866,-66.951,200.505,4.6,mb,32,71,1.144,1.21,"129 km W of Abra Pampa, Argentina",9.12,8.017,0.111,24
2025-03-03T04:37:39.749Z,14.0116,40.0091,9.455,4.5,mb,71,125,3.707,0.51,"65 km ESE of Ä€dÄ«grat, Ethiopia",10.52,5.193,0.071,58
2025-03-03T04:12:56.392Z,31.669,-104.368,7.1509,2.5,ml,21,57,0.1,0.2,"56 km S of Whites City, New Mexico",0.899933543,0.78497566,0.1,17
2025-03-03T04:12:26.878Z,3.5551,63.9702,10,4.4,mb,16,110,11.78,0.96,Carlsberg Ridge,15.65,1.913,0.17,10
2025-03-03T04:10:58.958Z,57.1953,-150.319,2.1,2.9,ml,,,,0.68,"126 km ESE of Chiniak, Alaska",,2,,
2025-03-03T03:50:59.761Z,36.3861,139.15,148.482,4.5,mb,137,118,0.774,0.65,"6 km ESE of Maebashi, Japan",6.76,5.565,0.05,115
2025-03-03T03:47:29.740Z,-4.9745,68.4585,10,4.7,mb,72,72,12.937,0.6,Chagos Archipelago region,8.58,1.815,0.077,51
2025-03-03T03:33:03.313Z,16.3701,95.6877,10,4.5,mb,42,143,3.737,0.6,"9 km SSW of Kyaiklat, Myanmar",5.82,1.91,0.106,26
2025-03-03T03:23:25.490Z,51.3864,-174.2535,35,2.8,ml,18,274,0.817,0.71,"90 km S of Atka, Alaska",5.96,2.026,0.128,8
2025-03-03T02:29:39.110Z,26.2838,129.5414,10,4.3,mb,30,96,1.263,0.32,"143 km ESE of Taira, Japan",4.1,1.843,0.122,19
2025-03-03T01:10:47.578Z,31.716,-104.267,6.792,2.5,ml,18,53,0,0.1,"52 km SSE of Whites City, New Mexico",0.705206937,0.755249182,0.1,8
2025-03-03T01:05:56.758Z,-4.8894,68.6672,10,4.5,mb,32,102,4.668,0.42,Chagos Archipelago region,8.05,1.884,0.113,23
2025-03-03T00:02:05.772Z,-9.4816,117.3686,65.413,3.9,mb,16,142,0.765,0.71,"99 km SE of Taliwang, Indonesia",9.55,8.767,0.182,8
2025-03-03T00:01:29.714Z,14.9357,-60.601,65.29,4.3,mwr,73,99,0.557,0.66,"44 km ENE of La TrinitÃ©, Martinique",4.61,6.105,0.047,43
2025-03-02T23:08:09.000Z,37.42933333,-119.0198333,4.19,2.8,md,34,77,0.07304,0.05,"23 km SSW of Mammoth Lakes, CA",0.2,0.77,0.129,17
2025-03-02T22:47:05.243Z,52.7927,-35.033,10,4.6,mb,65,84,11.042,0.51,Reykjanes Ridge,9.62,1.878,0.057,90
2025-03-02T22:32:18.943Z,31.718,-104.273,6.9202,4.2,ml,39,52,0,0.1,"51 km S of Whites City, New Mexico",0.617897991,0.667356206,0.2,33
2025-03-02T22:23:18.415Z,-20.701,-69.5885,89.351,4.6,mb,46,52,0.353,0.63,"41 km S of La Tirana, Chile",3.89,5.085,0.067,67
2025-03-02T22:12:58.654Z,67.9936,-161.3255,5.4,2.5,ml,,,,0.52,"65 km E of Red Dog Mine, Alaska",,0.8,,
2025-03-02T21:17:55.710Z,62.9374,-156.2824,9.7,2.5,ml,,,,0.63,"12 km WSW of Takotna, Alaska",,0.2,,
2025-03-02T21:11:46.579Z,16.2002,119.2791,10,4.6,mb,46,103,6.798,0.67,"53 km W of Macabuboni, Philippines",12.21,1.908,0.092,35
2025-03-02T20:38:47.663Z,14.1469,39.8074,10,4.1,mb,41,169,3.943,0.67,"39 km ESE of Ä€dÄ«grat, Ethiopia",12.58,1.94,0.094,31
2025-03-02T20:24:29.042Z,-3.5372,129.4944,16.17,4.6,mb,74,54,1.061,0.47,"64 km ESE of Masohi, Indonesia",5.27,4.809,0.077,50
2025-03-02T20:08:41.422Z,57.899,-143.0706,10,2.5,ml,44,168,2.151,0.51,"266 km SW of Yakutat, Alaska",7.05,2.006,0.044,69
2025-03-02T20:04:36.061Z,54.9509,-161.8619,104.83,2.7,ml,18,186,0.199,0.36,"31 km ESE of King Cove, Alaska",8.77,3.971,0.097,14
2025-03-02T19:56:45.542Z,49.6183,-28.4071,10,4.4,mb,52,101,12.031,0.66,northern Mid-Atlantic Ridge,11.32,1.923,0.084,41
2025-03-02T19:19:49.285Z,-3.6381,129.5447,35.762,4.2,mb,27,77,0.949,0.88,"74 km ESE of Masohi, Indonesia",6.12,8.154,0.152,13
2025-03-02T18:54:25.840Z,19.464,-67.8685,18,3.89,md,22,228,1.0796,0.27,"112 km NNE of Punta Cana, Dominican Republic",1.33,2.78,0.08,16
2025-03-02T18:50:14.366Z,44.3334,-115.1786,12.073,2.7,ml,32,63,0.329,0.57,"23 km NW of Stanley, Idaho",1.32,7.33,0.043,70
2025-03-02T18:42:09.427Z,-3.5151,129.458,28.891,5.3,mww,93,36,1.095,0.78,"59 km ESE of Masohi, Indonesia",5.8,4.997,0.06,27
2025-03-02T18:16:08.736Z,51.8987,178.3084,115.226,2.6,ml,15,291,0.135,0.58,"Rat Islands, Aleutian Islands, Alaska",9.32,6.865,0.105,12
2025-03-02T18:07:01.916Z,38.1941,73.051,133.66,4.2,mb,38,136,0.795,0.57,"80 km W of Murghob, Tajikistan",6.66,4.388,0.105,25
2025-03-02T18:02:50.750Z,19.4555,-65.3328,77,3.59,md,9,306,1.1491,0.25,"125 km NNE of Vieques, Puerto Rico",4.38,9.36,0.05,3
2025-03-02T17:53:53.975Z,51.2173,-169.9905,10,3.5,ml,23,227,1.58,0.66,"206 km SSW of Nikolski, Alaska",4.58,1.991,0.085,18
2025-03-02T17:18:41.280Z,-15.1148,-176.2409,10,4.2,mb,19,110,4.437,0.36,"202 km S of Mata-Utu, Wallis and Futuna",12.34,1.816,0.152,12
2025-03-02T17:17:32.968Z,51.2508,-170.058,10,4.6,mb,84,137,1.547,0.64,"204 km SSW of Nikolski, Alaska",4.37,1.873,0.039,196
2025-03-02T17:15:10.874Z,51.3542,-170.0984,10,4.1,mb,51,187,1.445,0.49,"195 km SSW of Nikolski, Alaska",4.12,1.932,0.075,48
2025-03-02T17:03:09.660Z,-0.1809,97.129,10,4.2,mb,34,132,5.376,0.47,"112 km SW of Teluk Dalam, Indonesia",10.97,1.91,0.1,28
2025-03-02T16:55:51.504Z,40.5055,-127.16,10,3.2,ml,29,261,2.32,1.04,"245 km W of Ferndale, California",11.24,2.022,0.042,74
2025-03-02T16:19:32.250Z,40.30416667,-124.6505,-0.11,3.21,ml,86,226,0.236,0.21,"31 km W of Petrolia, CA",0.35,0.52,0.155,24
2025-03-02T16:17:23.170Z,33.1553333,-115.6543333,4,2.71,ml,60,41,0.03925,0.23,"14 km WNW of Calipatria, CA",0.21,0.38,0.156,24
2025-03-02T16:10:35.890Z,19.5996,-68.0418,11,3.84,md,19,215,1.4655,0.49,"118 km NNE of Punta Cana, Dominican Republic",2.62,3.23,0.07,18
2025-03-02T16:07:44.638Z,0.437,124.9191,10,4.7,mb,34,59,1.003,0.85,"53 km E of Modisi, Indonesia",5.48,1.88,0.11,30
2025-03-02T15:52:45.695Z,60.1732,-148.4018,8.9,2.5,ml,,,,0.67,"24 km WNW of Chenega, Alaska",,0.3,,
2025-03-02T15:18:38.023Z,54.273,-162.4616,10,2.6,ml,14,215,0.704,0.96,"88 km S of King Cove, Alaska",4.01,1.975,0.115,10
2025-03-02T15:11:20.541Z,14.0554,39.9193,10,4.3,mb,47,134,3.801,0.92,"55 km ESE of Ä€dÄ«grat, Ethiopia",11.5,1.912,0.081,43
2025-03-02T15:04:52.470Z,19.3971,-67.8545,49,3.76,md,23,209,1.0284,0.53,"107 km NNE of Punta Cana, Dominican Republic",3.57,14.9,0.08,21
2025-03-02T14:30:37.849Z,52.7069,-164.1226,10,3,ml,18,266,1.737,0.33,"193 km SE of Akutan, Alaska",7.94,2.023,0.097,14
2025-03-02T14:25:13.280Z,20.0935,-155.4096667,-1.29,2.96,ml,37,207,0.1993,0.23,"6 km ENE of Honokaâ€˜a, Hawaii",1.01,0.24,0.205923411,26
2025-03-02T14:20:51.574Z,-10.3596,66.1162,10,4.5,mb,30,136,9.71,0.97,Mid-Indian Ridge,15.66,1.923,0.113,23
2025-03-02T14:16:58.339Z,-10.2343,66.062,10,5.3,mww,98,42,9.816,0.85,Mid-Indian Ridge,10.32,1.81,0.062,25
2025-03-02T14:11:51.923Z,-18.1839,-177.9633,565.192,4.4,mb,57,122,3.06,1.03,"288 km E of Levuka, Fiji",11.84,6.264,0.05,117
2025-03-02T13:06:54.810Z,19.3631,-67.9161,6,4.09,md,24,221,0.9683,0.3,"100 km NNE of Punta Cana, Dominican Republic",1.52,1.27,0.07,22
2025-03-02T12:47:50.790Z,40.54566667,-124.1926667,13.44,3.07,ml,66,41,0.01597,0.11,"7 km SW of Fortuna, CA",0.17,0.22,0.155,10
2025-03-02T12:40:21.670Z,19.4435,-67.869,7,4.52,md,25,225,1.0615,0.36,"110 km NNE of Punta Cana, Dominican Republic",2.18,1.75,0.11,21
2025-03-02T12:26:37.915Z,0.6365,126.8249,34.779,4.9,mb,89,53,0.558,0.55,"64 km WSW of Ternate, Indonesia",5.74,5.589,0.065,74
2025-03-02T12:21:11.035Z,52.0561,179.4763,158.464,2.8,ml,24,170,0.082,0.34,"268 km W of Adak, Alaska",7.4,5.47,0.105,12
2025-03-02T11:23:07.007Z,-12.4058,166.8959,229.162,4.4,mb,28,143,3.038,0.54,"177 km NNW of Sola, Vanuatu",14.7,8.274,0.115,22
2025-03-02T11:14:27.915Z,-30.362,-178.9458,208.16,4.4,mb,27,136,1.413,1.01,"Kermadec Islands, New Zealand",13.35,8.263,0.107,25
2025-03-02T10:58:24.854Z,28.3928,105.0609,10,4.3,mb,31,83,4.302,0.75,"9 km N of Bowangshan, China",6.38,1.82,0.133,16
2025-03-02T09:32:10.109Z,2.4838,128.4385,228.251,4.4,mb,40,87,2.01,0.68,"96 km NNE of Tobelo, Indonesia",9.11,9.372,0.117,21
2025-03-02T08:59:34.670Z,19.01,-64.9725,23,3.54,md,20,287,0.6567,0.34,"74 km N of Charlotte Amalie, U.S. Virgin Islands",1.67,25.34,0.15,13
2025-03-02T08:45:15.862Z,51.787,179.9447,102.119,2.5,ml,13,132,0.201,0.25,"236 km W of Adak, Alaska",5.09,5.791,0.105,12
2025-03-02T08:32:49.248Z,-6.095,148.8613,64.952,4.3,mb,36,113,3.794,0.44,"76 km W of Kandrian, Papua New Guinea",8.66,7.573,0.111,25
2025-03-02T08:14:58.288Z,14.2341,39.9155,10,5.2,mww,82,50,3.923,0.79,"49 km E of Ä€dÄ«grat, Ethiopia",7.81,1.869,0.11,8
2025-03-02T08:11:41.425Z,0.2381,121.9403,189.655,4.5,mb,28,73,1.447,0.89,"129 km WSW of Gorontalo, Indonesia",8.39,8.953,0.121,20
2025-03-02T07:45:34.520Z,17.85483333,-66.85633333,15.94,2.73,md,14,252,0.1175,0.08,"14 km SSE of GuÃ¡nica, Puerto Rico",0.65,0.42,0.158930152,9
2025-03-02T07:42:12.328Z,58.9302,-152.1543,51.9,3,ml,,,,0.54,"49 km SSW of Nanwalek, Alaska",,0.2,,
2025-03-02T06:23:30.495Z,28.3051,104.8514,10,4.6,mb,61,68,4.506,0.85,"19 km W of Bowangshan, China",9.96,1.884,0.07,60
2025-03-02T05:59:05.586Z,-22.4324,-68.6523,115.197,4.3,mb,18,57,0.677,0.82,"28 km E of Calama, Chile",4.5,5.432,0.187,8
2025-03-02T05:55:29.943Z,53.3435,-165.0059,35,2.9,ml,18,220,0.911,0.78,"101 km SSE of Akutan, Alaska",3.23,1.997,0.115,10
2025-03-02T05:36:13.832Z,53.6036,-165.1376,35,3,ml,20,208,0.651,0.67,"72 km SE of Akutan, Alaska",4.47,2.011,0.097,14
2025-03-02T05:34:06.840Z,20.47966667,-156.0621667,29.95,3.63,ml,56,307,0.4427,0.12,"31 km SSW of Hana, Hawaii",0.83,1.33,0.173464559,42
2025-03-02T05:19:25.640Z,19.36033333,-155.0858333,7.47,3.02,ml,36,132,0.03946,0.1,"12 km SSE of Fern Forest, Hawaii",0.45,0.59,0.138347784,29
2025-03-02T05:02:28.551Z,51.5999,178.4922,70.514,3.8,mb,28,181,0.36,0.47,"Rat Islands, Aleutian Islands, Alaska",3.73,5.737,0.141,13
2025-03-02T05:00:41.056Z,-8.359,110.2262,9.525,4.2,mb,22,82,1.318,0.77,"45 km S of Bambanglipuro, Indonesia",6.74,4.898,0.147,13
2025-03-02T03:51:34.930Z,17.978,-66.84,10.87,2.56,md,6,198,0.03748,0.07,"2 km SW of Indios, Puerto Rico",0.44,0.54,0.043097543,5
2025-03-02T03:45:44.281Z,16.0337,-94.9161,60.053,4.8,mww,89,127,2.682,1.06,"20 km SSE of San Mateo del Mar, Mexico",5.05,5.894,0.083,14
2025-03-02T02:35:19.447Z,-22.5369,-12.7816,10,4.7,mb,36,66,26.836,0.94,southern Mid-Atlantic Ridge,6.88,1.846,0.096,33
2025-03-02T02:28:04.454Z,-33.9083,179.4933,206.144,4.4,mb,23,179,3.772,1.06,south of the Kermadec Islands,13.53,8.486,0.138,19
2025-03-02T02:25:32.271Z,-17.4963,-173.4926,35,4.5,mb,14,64,3.734,1.42,"138 km NNE of Neiafu, Tonga",13.38,1.901,0.181,11
2025-03-02T01:51:44.107Z,53.6003,-165.0674,35,3.1,ml,21,201,0.68,0.55,"75 km SE of Akutan, Alaska",3.71,1.956,0.097,14
2025-03-02T01:28:29.505Z,-5.7577,145.9115,81.733,4.2,mb,32,102,6.112,0.83,"58 km N of Kainantu, Papua New Guinea",10.73,7.956,0.128,21
2025-03-02T01:04:09.000Z,18.9555,-65.16666667,19.88,3.23,md,12,271,0.6321,0.19,"72 km NNW of Charlotte Amalie, U.S. Virgin Islands",1.1,31.61,0.105409984,9
2025-03-02T00:56:44.264Z,-18.1678,-177.9624,595.089,4.2,mb,36,131,3.052,0.93,"288 km E of Levuka, Fiji",14.19,9.142,0.103,26
2025-03-02T00:36:19.730Z,18.904,-65.1541,44,3.98,md,24,263,0.5831,0.38,"66 km NNW of Charlotte Amalie, U.S. Virgin Islands",2.43,5.94,0.15,22
2025-03-01T23:52:24.769Z,-22.133,-179.552,590.686,4.8,mb,136,39,4.912,0.64,south of the Fiji Islands,11.03,7.107,0.053,112
2025-03-01T23:42:30.529Z,-29.3998,-177.3562,51.427,5.2,mb,68,123,0.511,0.97,"Kermadec Islands, New Zealand",11.39,7.046,0.072,64
2025-03-01T23:38:35.175Z,-24.5424,-177.1004,131.247,4.5,mb,20,142,4.742,0.72,south of the Fiji Islands,15.41,12.251,0.14,15
2025-03-01T23:29:48.807Z,-17.7349,-174.3905,10,4.5,mb,14,126,4.442,1.06,"110 km NNW of Neiafu, Tonga",10.88,1.965,0.205,7
2025-03-01T22:54:52.913Z,-30.2733,-178.1774,10,4.2,mb,14,145,1.032,1.08,"Kermadec Islands, New Zealand",4.59,1.915,0.176,9
2025-03-01T22:52:54.457Z,-30.2529,-177.9891,47.141,4.6,mb,27,176,0.989,1.09,"Kermadec Islands, New Zealand",12.98,5.26,0.11,26
2025-03-01T22:45:19.230Z,40.35333333,-124.728,19.87,3.45,ml,127,229,0.3017,0.16,"38 km WNW of Petrolia, CA",0.6,0.35,0.207,65
2025-03-01T22:39:57.587Z,-59.3882,149.3138,10,4.6,mb,27,120,7.189,0.78,west of Macquarie Island,13.04,1.946,0.111,24
2025-03-01T22:33:21.099Z,3.3123,-31.388,10,4.8,mb,39,141,10.136,0.73,central Mid-Atlantic Ridge,13.01,1.905,0.083,44
2025-03-01T21:44:10.369Z,52.787,-167.6265,47.338,2.7,ml,14,220,0.648,0.26,"84 km ESE of Nikolski, Alaska",6.64,28.263,0.097,14
2025-03-01T20:41:13.203Z,50.2839,178.9138,6.734,3.1,ml,16,286,1.123,0.4,"Rat Islands, Aleutian Islands, Alaska",6.74,10.149,0.091,16
2025-03-01T20:21:58.070Z,-8.3964,119.8246,174.098,4.5,mb,22,68,1.348,0.87,"13 km NNW of Labuan Bajo, Indonesia",7.2,9.071,0.15,13
2025-03-01T20:16:48.637Z,27.7272,54.3389,10,4.1,mb,23,101,3.237,1,"21 km ENE of GerÄsh, Iran",11.18,1.941,0.12,19
2025-03-01T20:02:13.364Z,13.4753,145.5991,65.557,5.3,mww,113,57,0.72,0.76,"77 km E of Yigo Village, Guam",6.85,6.048,0.069,20
2025-03-01T19:56:38.689Z,-10.2258,161.2353,73.75,4.5,mb,36,112,1.491,0.76,"79 km WNW of Kirakira, Solomon Islands",10.35,6.293,0.099,30
2025-03-01T19:53:24.730Z,51.3104,-178.0845,50.116,2.9,ml,18,203,0.46,0.61,"118 km WSW of Adak, Alaska",4.94,11.589,0.091,16
2025-03-01T19:23:30.501Z,38.6638,141.5396,83.396,4.3,mb,28,148,2.154,0.89,"25 km NNE of Onagawa ChÅ, Japan",9.55,8.883,0.137,15
2025-03-01T19:16:56.204Z,54.4587,-164.2678,104.042,2.8,ml,18,176,0.215,0.46,"70 km SW of False Pass, Alaska",6.3,5.687,0.085,18
2025-03-01T19:15:01.320Z,55.0092,-163.5508,110.594,2.6,ml,15,175,0.171,0.37,"19 km NNW of False Pass, Alaska",6.55,4.939,0.115,10
2025-03-01T19:14:43.201Z,54.393,-159.9121,25.487,2.6,ml,15,267,1.012,1.27,"111 km SSE of Sand Point, Alaska",8.25,19.18,0.115,10
2025-03-01T19:12:54.640Z,34.4336667,-120.0555,4.37,2.81,ml,53,76,0.1135,0.24,"18 km W of Isla Vista, CA",0.27,0.64,0.116,129
2025-03-01T18:04:02.213Z,15.0221,108.1754,10,3.6,mb,18,120,4.025,0.51,"35 km S of TrÃ  My, Vietnam",6.71,1.776,0.289,3
2025-03-01T17:14:34.677Z,16.9259,146.1337,89.964,4.9,mww,267,21,1.708,0.82,"193 km NNE of Saipan, Northern Mariana Islands",8.89,5.202,0.093,11
2025-03-01T17:13:39.332Z,0.4167,124.9777,12.1,4.4,mb,33,51,1.03,1.01,"60 km E of Modisi, Indonesia",5.39,1.586,0.11,27
2025-03-01T17:08:09.729Z,51.8669,178.3405,119.414,3.3,ml,23,161,0.133,0.39,"Rat Islands, Aleutian Islands, Alaska",7.11,3.345,0.081,20
2025-03-01T16:25:38.993Z,-5.4515,133.581,10,4.5,mb,53,44,2.833,0.72,"93 km ENE of Tual, Indonesia",6.28,1.895,0.087,41
2025-03-01T16:13:45.294Z,51.2703,-174.9215,30.196,4.3,mwr,130,167,0.952,0.79,"114 km SSW of Atka, Alaska",2.86,4.868,0.086,13
2025-03-01T16:08:27.666Z,-16.8291,-176.5314,616.344,4.3,mb,21,271,3.944,0.58,Fiji region,17,20.049,0.109,26
2025-03-01T15:55:38.371Z,19.3032,-156.3023,33.454,2.6,ml,28,237,0.541,0.45,"45 km WSW of Captain Cook, Hawaii",4.64,8.422,0.051,50
2025-03-01T15:23:21.756Z,54.4701,-159.7822,10,3,ml,20,251,0.968,0.45,"106 km SSE of Sand Point, Alaska",3.08,1.865,0.097,14
2025-03-01T15:11:55.112Z,28.3781,55.2513,10,4.1,mb,98,45,3.524,0.52,"64 km W of á¸¨ÄjjÄ«ÄbÄd, Iran",6.63,1.66,0.063,76
2025-03-01T14:52:26.587Z,52.6949,-170.9012,108.794,3,ml,17,175,0.565,0.79,"140 km WSW of Nikolski, Alaska",8.64,7.376,0.077,22
2025-03-01T14:19:01.640Z,17.91283333,-66.79933333,9.34,2.5,md,13,230,0.08843,0.09,"9 km SSE of Indios, Puerto Rico",0.43,0.68,0.263848439,9
2025-03-01T14:16:46.620Z,40.26433333,-120.0955,3.26,2.85,md,49,113,0.2938,0.24,"22 km E of Honey Lake, CA",0.36,1.28,0.142,45
2025-03-01T13:59:51.530Z,7.8715,126.663,15.57,5,mb,71,43,1.338,0.94,"23 km NE of Taytayan, Philippines",7.11,2.982,0.047,146
2025-03-01T13:50:17.569Z,-3.4155,130.9212,10,4.1,mb,17,144,1.414,0.98,"162 km WSW of Fakfak, Indonesia",6.05,1.94,0.173,15
2025-03-01T13:17:36.576Z,-21.0124,-178.5597,542.503,4.4,mb,63,94,4.918,0.96,Fiji region,12.22,7.876,0.066,65
2025-03-01T13:17:03.852Z,38.1696,141.7537,66.974,4.5,mb,25,172,2.67,0.36,"40 km SE of Onagawa ChÅ, Japan",6.01,9.422,0.139,15
2025-03-01T12:59:26.520Z,38.826,-122.8015,3.38,2.63,md,103,22,0.007185,0.05,"7 km NNW of The Geysers, CA",0.07,0.09,0.157,117
2025-03-01T12:58:05.750Z,19.6466,-65.3375,25,4.27,md,24,259,1.3402,0.27,"144 km NNE of Vieques, Puerto Rico",0.89,22.49,0.13,22
2025-03-01T12:18:05.700Z,19.6238,-67.9941,37,3.55,md,17,223,1.1755,0.46,"123 km NNE of Punta Cana, Dominican Republic",3.19,25.89,0.07,9
2025-03-01T12:12:40.969Z,-56.0625,-27.0398,93.568,4.5,mb,28,80,5.7,0.94,South Sandwich Islands region,9.93,7.42,0.104,28
2025-03-01T12:11:11.124Z,-5.2262,150.4588,192.982,4.3,mb,19,178,1.986,0.71,"50 km NE of Kimbe, Papua New Guinea",14.65,12.544,0.125,18
2025-03-01T11:58:33.340Z,18.03366667,-66.748,16.21,2.73,md,25,118,0.04359,0.17,"2 km NE of Magas Arriba, Puerto Rico",0.3,0.48,0.156054778,18
2025-03-01T11:57:22.890Z,68.1385,-148.499,4.8,3.5,ml,,,,0.5,"105 km NE of Wiseman, Alaska",,0.2,,
2025-03-01T11:36:01.318Z,61.285,-152.2636,4.7,2.9,ml,,,,0.68,"65 km WNW of Tyonek, Alaska",,0,,
2025-03-01T11:31:33.161Z,-19.3944,146.7244,9.474,4.1,mb,19,144,0.822,1.16,"0 km SE of Kelso, Australia",6.33,6.115,0.184,8
2025-03-01T11:09:19.055Z,36.0603,-111.1779,12.366,3.4,ml,39,43,0.565,0.74,"6 km SE of Moenkopi, Arizona",1.59,8.5,0.03,146
2025-03-01T11:02:02.434Z,-32.2754,150.6728,10,3.3,ml,6,180,2.024,0.79,"12 km N of Denman, Australia",5.83,1.916,0.148,6
2025-03-01T10:52:30.749Z,-33.6568,-178.4563,10,4.7,mb,26,173,4.405,1.13,south of the Kermadec Islands,15.24,1.976,0.112,26
2025-03-01T10:45:33.288Z,53.0206,-170.9134,202.002,2.8,ml,16,168,1.245,0.36,"138 km W of Nikolski, Alaska",13.56,21.509,0.085,18
2025-03-01T10:22:57.328Z,1.8023,124.1284,298.663,4.3,mb,52,102,0.795,0.94,"87 km WNW of Manado, Indonesia",9.71,5.839,0.086,38
2025-03-01T09:38:49.850Z,2.871,-79.4812,10,5,mww,71,138,2.729,0.91,"121 km WNW of Mosquera, Colombia",7.91,1.879,0.073,18
2025-03-01T09:22:15.960Z,-33.2049,-71.2698,61.251,4.2,mb,30,115,0.123,0.44,"20 km SSE of Villa Alemana, Chile",2.9,4.578,0.199,7
2025-03-01T09:14:23.497Z,-17.2211,-56.7365,10,4.2,mb,29,66,1.65,0.51,"107 km S of PoconÃ©, Brazil",6.16,1.881,0.105,25
2025-03-01T08:57:01.257Z,20.423,95.1036,121.871,4.2,mb,31,172,0.798,0.49,"24 km E of Yenangyaung, Myanmar",8.21,6.498,0.128,17
2025-03-01T08:39:25.340Z,19.5863,-65.3183,40,3.97,md,22,265,1.2793,0.39,"139 km NNE of Vieques, Puerto Rico",2.79,18.84,0.14,15
2025-03-01T07:37:05.500Z,18.66866667,-66.79966667,11.72,2.9,md,17,239,0.3232,0.24,"20 km N of Hatillo, Puerto Rico",0.73,0.75,0.077512095,7
2025-03-01T07:27:38.516Z,63.0419,-149.107,70.1,2.5,ml,,,,0.55,"39 km SSW of Cantwell, Alaska",,0.1,,
2025-03-01T07:15:55.197Z,-21.7883,-68.546,123.298,4.4,mb,33,75,0.647,0.67,"69 km SSW of OllagÃ¼e, Chile",5.33,5.127,0.089,37
2025-03-01T06:56:40.501Z,1.3509,126.4127,34.727,4.3,mb,21,94,1.114,1.37,"124 km WNW of Ternate, Indonesia",5.47,6.135,0.161,11
2025-03-01T06:54:49.892Z,52.7762,-163.8427,10,2.8,ml,25,231,1.787,0.46,"198 km SE of Akutan, Alaska",3.22,2.013,0.085,18
2025-03-01T06:47:43.954Z,8.8699,122.5991,10,4.6,mb,31,95,3.451,0.36,"44 km WSW of Cabangahan, Philippines",10.23,1.9,0.109,25
2025-03-01T06:36:40.192Z,7.863,126.7422,11.163,4.4,mb,36,101,1.397,0.64,"28 km NE of Kinablangan, Philippines",7.97,4.371,0.11,24
2025-03-01T06:15:15.450Z,-16.1493,-173.1312,35,4.3,mb,25,131,3.117,0.7,"74 km ESE of Hihifo, Tonga",9.58,1.958,0.126,18
2025-03-01T04:28:10.303Z,52.6485,-174.0509,175.602,2.9,ml,21,176,0.34,0.37,"51 km NNE of Atka, Alaska",14.95,7.896,0.091,16
2025-03-01T04:10:35.338Z,-24.0134,179.7021,531.856,4.3,mb,24,93,5.625,0.47,south of the Fiji Islands,13.6,12.255,0.129,18
2025-03-01T04:01:08.428Z,13.6626,-91.867,37.388,4.4,mb,49,160,0.941,0.95,"69 km S of Champerico, Guatemala",7.77,8.908,0.042,161
2025-03-01T03:47:30.009Z,-32.2923,-177.2025,10,4.2,mb,12,191,3.083,0.95,south of the Kermadec Islands,9.07,1.986,0.187,9
2025-03-01T03:44:13.450Z,50.1989,179.6582,10,3,ml,13,278,1.202,0.36,"Rat Islands, Aleutian Islands, Alaska",8.04,2.025,0.105,12
2025-03-01T03:37:31.410Z,18.67033333,-66.75716667,17.27,2.69,md,10,253,0.322,0.17,"21 km N of Carrizales, Puerto Rico",0.7,0.6,0.081827558,5
2025-03-01T02:53:19.386Z,51.4765,-176.3629,33.783,3.6,ml,21,200,0.387,0.31,"48 km SSE of Adak, Alaska",3.88,6.879,0.085,18
